symbol,exchange,yahoo_ticker,company_name,aliases,sector,isin,scrip_code,source
CAMLINFINE,BSE,532834.BO,Camlin Fine Sciences,CAMLINFINE|Camlin Fine Sciences|Camlin Fine Sciences Limited,,INE052I01032,532834,IIFL_SCRIPMASTER
CAMPUS,BSE,543523.BO,Campus Activewear,CAMPUS|Campus Activewear|Campus Activewear Limited,,INE278Y01022,543523,IIFL_SCRIPMASTER
CANFINHOME,BSE,511196.BO,Can Fin Homes,CANFINHOME|Can Fin Homes|Can Fin Homes Limited,,INE477A01020,511196,IIFL_SCRIPMASTER
CANBK,BSE,532483.BO,Canara Bank,CANBK|Canara Bank,,INE476A01022,532483,IIFL_SCRIPMASTER
CANHLIFE,BSE,544583.BO,Canara Hsbc Life Insurance Com,CANHLIFE|Canara Hsbc Life Insurance Com,,INE01TY01017,544583,IIFL_SCRIPMASTER
CRAMC,BSE,544580.BO,Canara Robeco Asset Management,CRAMC|Canara Robeco Asset Management,,INE218I01013,544580,IIFL_SCRIPMASTER
CANARYS,BSE,210695.BO,Canarys Automations,CANARYS|Canarys Automations|Canarys Automations Limited,,INE0QG301017,210695,IIFL_SCRIPMASTER
CANDOUR,BSE,522292.BO,Candour Techtex,CANDOUR|Candour Techtex|Candour Techtex Limited,,INE713D01055,522292,IIFL_SCRIPMASTER
CANTABIL,BSE,533267.BO,Cantabil Retail India,CANTABIL|Cantabil Retail India|Cantabil Retail India Limited,,INE068L01024,533267,IIFL_SCRIPMASTER
CAPACITE,BSE,540710.BO,Capacite Infraprojects Limite,CAPACITE|Capacite Infraprojects Limite,,INE264T01014,540710,IIFL_SCRIPMASTER
CAPILLARY,BSE,544614.BO,Capillary Technologies India L,CAPILLARY|Capillary Technologies India L,,INE0ILV01024,544614,IIFL_SCRIPMASTER
CIFL,BSE,530879.BO,Capital India Finance,CIFL|Capital India Finance|Capital India Finance Limited,,INE345H01024,530879,IIFL_SCRIPMASTER
CAPINVIT,BSE,544338.BO,Capital Infra Trust,CAPINVIT|Capital Infra Trust,,INE0Z8Z23013,544338,IIFL_SCRIPMASTER
CAPITALSFB,BSE,544120.BO,Capital Small Finance Bank,CAPITALSFB|Capital Small Finance Bank|Capital Small Finance Bank Limited,,INE646H01017,544120,IIFL_SCRIPMASTER
CTL,BSE,538476.BO,Capital Trade Links,CTL|Capital Trade Links|Capital Trade Links Limited,,INE172D01021,538476,IIFL_SCRIPMASTER
CNINFOTECH,BSE,544343.BO,Capitalnumbers Infotech Limit,CNINFOTECH|Capitalnumbers Infotech Limit,,INE0WXM01011,544343,IIFL_SCRIPMASTER
CAPLIPOINT,BSE,524742.BO,Caplin Point Laboratories,CAPLIPOINT|Caplin Point Laboratories|Caplin Point Laboratories Limited,,INE475E01026,524742,IIFL_SCRIPMASTER
CGCL,BSE,531595.BO,Capri Global Capital,CGCL|Capri Global Capital|Capri Global Capital Limited,,INE180C01042,531595,IIFL_SCRIPMASTER
CAPRIHANS,BSE,509486.BO,Caprihans India,CAPRIHANS|Caprihans India|Caprihans India Limited,,INE479A01018,509486,IIFL_SCRIPMASTER
CAPRO,BSE,507486.BO,Caprolactam Chemicals,CAPRO|Caprolactam Chemicals|Caprolactam Chemicals Limited,,INE470N01010,507486,IIFL_SCRIPMASTER
CAPPIPES,BSE,538817.BO,Captain Pipes,CAPPIPES|Captain Pipes|Captain Pipes Limited,,INE513R01026,538817,IIFL_SCRIPMASTER
CPL,BSE,536974.BO,Captain Polyplast,CPL|Captain Polyplast|Captain Polyplast Limited,,INE536P01021,536974,IIFL_SCRIPMASTER
CTCL,BSE,540652.BO,Captain Technocast,CTCL|Captain Technocast|Captain Technocast Limited,,INE931X01010,540652,IIFL_SCRIPMASTER
CARBORUNIV,BSE,513375.BO,Carborundum Universal,CARBORUNIV|Carborundum Universal|Carborundum Universal Limited,,INE120A01034,513375,IIFL_SCRIPMASTER
CARERATING,BSE,534804.BO,Care Ratings,CARERATING|Care Ratings|Care Ratings Limited,,INE752H01013,534804,IIFL_SCRIPMASTER
CPEDU,BSE,544499.BO,Career Point Edutech,CPEDU|Career Point Edutech|Career Point Edutech Limited,,INE0P6P01016,544499,IIFL_SCRIPMASTER
CARGOSOL,BSE,543621.BO,Cargosol Logistics,CARGOSOL|Cargosol Logistics|Cargosol Logistics Limited,,INE0KZM01011,543621,IIFL_SCRIPMASTER
CARGOTRANS,BSE,543618.BO,Cargotrans Maritime,CARGOTRANS|Cargotrans Maritime|Cargotrans Maritime Limited,,INE0M4L01013,543618,IIFL_SCRIPMASTER
CARRARO,BSE,544320.BO,Carraro India,CARRARO|Carraro India|Carraro India Limited,,INE0V7W01012,544320,IIFL_SCRIPMASTER
CARTRADE,BSE,543333.BO,Cartrade Tech,CARTRADE|Cartrade Tech|Cartrade Tech Limited,,INE290S01011,543333,IIFL_SCRIPMASTER
CARYSIL,BSE,524091.BO,Carysil,CARYSIL|Carysil|Carysil Limited,,INE482D01024,524091,IIFL_SCRIPMASTER
CUDML,BSE,213611.BO,Cash Ur Drive Marketing L,CUDML|Cash Ur Drive Marketing L,,INE0WL201014,213611,IIFL_SCRIPMASTER
CASTORA,BSE,531913.BO,Castora Agri Commodities Limit,CASTORA|Castora Agri Commodities Limit,,INE641H01018,531913,IIFL_SCRIPMASTER
CASTROLIND,BSE,500870.BO,Castrol India,CASTROLIND|Castrol India|Castrol India Limited,,INE172A01027,500870,IIFL_SCRIPMASTER
CATVISION,BSE,531158.BO,Catvision,CATVISION|Catvision|Catvision Limited,,INE660B01011,531158,IIFL_SCRIPMASTER
CCLINTER,BSE,531900.BO,Ccl International,CCLINTER|Ccl International|Ccl International Limited,,INE778E01031,531900,IIFL_SCRIPMASTER
CCL,BSE,519600.BO,Ccl Products (India),CCL|Ccl Products (India)|Ccl Products (India) Limited,,INE421D01022,519600,IIFL_SCRIPMASTER
CEATLTD,BSE,500878.BO,Ceat,CEATLTD|Ceat|Ceat Limited,,INE482A01020,500878,IIFL_SCRIPMASTER
CEDAAR,BSE,213506.BO,Cedaar Textile,CEDAAR|Cedaar Textile|Cedaar Textile Limited,,INE11J101017,213506,IIFL_SCRIPMASTER
CEEJAY,BSE,530789.BO,Ceejay Finance,CEEJAY|Ceejay Finance|Ceejay Finance Limited,,INE358C01010,530789,IIFL_SCRIPMASTER
CEENIK,BSE,531119.BO,Ceenik Exports (India),CEENIK|Ceenik Exports (India)|Ceenik Exports (India) Limited,,INE418D01010,531119,IIFL_SCRIPMASTER
CEETAIN,BSE,514171.BO,Ceeta Industries,CEETAIN|Ceeta Industries|Ceeta Industries Limited,,INE760J01012,514171,IIFL_SCRIPMASTER
CEIGALL,BSE,544223.BO,Ceigall India,CEIGALL|Ceigall India|Ceigall India Limited,,INE0AG901020,544223,IIFL_SCRIPMASTER
CEINSYS,BSE,538734.BO,Ceinsys Tech,CEINSYS|Ceinsys Tech|Ceinsys Tech Limited,,INE016Q01014,538734,IIFL_SCRIPMASTER
CELEBRITY,BSE,532695.BO,Celebrity Fashions,CELEBRITY|Celebrity Fashions|Celebrity Fashions Limited,,INE185H01016,532695,IIFL_SCRIPMASTER
CELLPOINT,BSE,210434.BO,Cell Point (India),CELLPOINT|Cell Point (India)|Cell Point (India) Limited,,INE0O0001013,210434,IIFL_SCRIPMASTER
CELLECOR,BSE,211856.BO,Cellecor Gadgets,CELLECOR|Cellecor Gadgets|Cellecor Gadgets Limited,,INE0OMO01025,211856,IIFL_SCRIPMASTER
CELLO,BSE,544012.BO,Cello World,CELLO|Cello World|Cello World Limited,,INE0LMW01024,544012,IIFL_SCRIPMASTER
CEMAINFRA,BSE,538596.BO,Cemantic Infra-Tech,CEMAINFRA|Cemantic Infra-Tech|Cemantic Infra-Tech Limited,,INE222B01028,538596,IIFL_SCRIPMASTER
CEMPRO,BSE,509496.BO,Cemindia Projects,CEMPRO|Cemindia Projects|Cemindia Projects Limited,,INE686A01026,509496,IIFL_SCRIPMASTER
CENLUB,BSE,522251.BO,Cenlub Industries,CENLUB|Cenlub Industries|Cenlub Industries Limited,,INE627F01011,522251,IIFL_SCRIPMASTER
CSURGSU,BSE,531380.BO,Centenial Surgical Suture,CSURGSU|Centenial Surgical Suture|Centenial Surgical Suture Limited,,INE405H01018,531380,IIFL_SCRIPMASTER
CENTRALBK,BSE,532885.BO,Central Bank of India,CENTRALBK|Central Bank of India,,INE483A01010,532885,IIFL_SCRIPMASTER
CDSL,BSE,201232.BO,Central Depo Ser (I),CDSL|Central Depo Ser (I)|Central Depo Ser (I) Limited,,INE736A01011,201232,IIFL_SCRIPMASTER
CMPDI,BSE,544739.BO,Central Mine Planning & Design,CMPDI|Central Mine Planning & Design,,INE05HV01027,544739,IIFL_SCRIPMASTER
CENTRUM,BSE,501150.BO,Centrum Capital,CENTRUM|Centrum Capital|Centrum Capital Limited,,INE660C01027,501150,IIFL_SCRIPMASTER
CENTUM,BSE,517544.BO,Centum Electronics,CENTUM|Centum Electronics|Centum Electronics Limited,,INE320B01020,517544,IIFL_SCRIPMASTER
CENTUPLE,BSE,531099.BO,Centuple Global,CENTUPLE|Centuple Global|Centuple Global Limited,,INE396H01019,531099,IIFL_SCRIPMASTER
CENTENKA,BSE,500280.BO,Century Enka,CENTENKA|Century Enka|Century Enka Limited,,INE485A01015,500280,IIFL_SCRIPMASTER
CENTEXT,BSE,500083.BO,Century Extrusions,CENTEXT|Century Extrusions|Century Extrusions Limited,,INE281A01026,500083,IIFL_SCRIPMASTER
CENTURYPLY,BSE,532548.BO,Century Plyboards (I),CENTURYPLY|Century Plyboards (I)|Century Plyboards (I) Limited,,INE348B01021,532548,IIFL_SCRIPMASTER
CERA,BSE,532443.BO,Cera Sanitaryware,CERA|Cera Sanitaryware|Cera Sanitaryware Limited,,INE739E01017,532443,IIFL_SCRIPMASTER
CESC,BSE,500084.BO,Cesc,CESC|Cesc|Cesc Limited,,INE486A01021,500084,IIFL_SCRIPMASTER
CFF,BSE,543920.BO,Cff Fluid Control,CFF|Cff Fluid Control|Cff Fluid Control Limited,,INE0NJ001013,543920,IIFL_SCRIPMASTER
CGPOWER,BSE,500093.BO,Cg Power and Industrial Soluti,CGPOWER|Cg Power and Industrial Soluti,,INE067A01029,500093,IIFL_SCRIPMASTER
CGVAK,BSE,531489.BO,Cg-Vak Software & Exports,CGVAK|Cg-Vak Software & Exports|Cg-Vak Software & Exports Limited,,INE084D01010,531489,IIFL_SCRIPMASTER
CHADPAP,BSE,531946.BO,Chadha Papers,CHADPAP|Chadha Papers|Chadha Papers Limited,,INE669W01018,531946,IIFL_SCRIPMASTER
CHALET,BSE,542399.BO,Chalet Hotels,CHALET|Chalet Hotels|Chalet Hotels Limited,,INE427F01016,542399,IIFL_SCRIPMASTER
CHALLANI,BSE,530747.BO,Challani Capital,CHALLANI|Challani Capital|Challani Capital Limited,,INE807A01010,530747,IIFL_SCRIPMASTER
CHAMAK,BSE,539600.BO,Chamak Holdings,CHAMAK|Chamak Holdings|Chamak Holdings Limited,,INE049R01013,539600,IIFL_SCRIPMASTER
CLSEL,BSE,530307.BO,Chaman Lal Setia Exports,CLSEL|Chaman Lal Setia Exports|Chaman Lal Setia Exports Limited,,INE419D01026,530307,IIFL_SCRIPMASTER
CMNL,BSE,209390.BO,Chaman Metallics,CMNL|Chaman Metallics|Chaman Metallics Limited,,INE06PV01010,209390,IIFL_SCRIPMASTER
CHAMBLFERT,BSE,500085.BO,Chambal Fertilisers & Chemical,CHAMBLFERT|Chambal Fertilisers & Chemical,,INE085A01013,500085,IIFL_SCRIPMASTER
CHAMUNDA,BSE,212480.BO,Chamunda Electrical,CHAMUNDA|Chamunda Electrical|Chamunda Electrical Limited,,INE11HG01018,212480,IIFL_SCRIPMASTER
CHANDAN,BSE,212501.BO,Chandan Healthcare,CHANDAN|Chandan Healthcare|Chandan Healthcare Limited,,INE0B2N01016,212501,IIFL_SCRIPMASTER
CHANDNIMACH,BSE,542627.BO,Chandni Machines,CHANDNIMACH|Chandni Machines|Chandni Machines Limited,,INE01GZ01011,542627,IIFL_SCRIPMASTER
CBPL,BSE,542934.BO,Chandra Bhagat Pharma,CBPL|Chandra Bhagat Pharma|Chandra Bhagat Pharma Limited,,INE07QQ01016,542934,IIFL_SCRIPMASTER
CHANDRIMA,BSE,540829.BO,Chandrima Mercantiles,CHANDRIMA|Chandrima Mercantiles|Chandrima Mercantiles Limited,,INE371F01024,540829,IIFL_SCRIPMASTER
CHRTEDCA,BSE,511696.BO,Chartered Capital & Investment,CHRTEDCA|Chartered Capital & Investment,,INE953B01010,511696,IIFL_SCRIPMASTER
CHLOGIST,BSE,531977.BO,Chartered Logistics,CHLOGIST|Chartered Logistics|Chartered Logistics Limited,,INE558F01026,531977,IIFL_SCRIPMASTER
CHATHA,BSE,544151.BO,Chatha Foods,CHATHA|Chatha Foods|Chatha Foods Limited,,INE0AH901011,544151,IIFL_SCRIPMASTER
CHAVDA,BSE,210620.BO,Chavda Infra,CHAVDA|Chavda Infra|Chavda Infra Limited,,INE0PT101017,210620,IIFL_SCRIPMASTER
CHDCHEM,BSE,539800.BO,Chd Chemicals,CHDCHEM|Chd Chemicals|Chd Chemicals Limited,,INE043U01010,539800,IIFL_SCRIPMASTER
CHEMCON,BSE,543233.BO,Chemcon Speciality Chemicals L,CHEMCON|Chemcon Speciality Chemicals L,,INE03YM01018,543233,IIFL_SCRIPMASTER
CHEMCRUX,BSE,540395.BO,Chemcrux Enterprises,CHEMCRUX|Chemcrux Enterprises|Chemcrux Enterprises Limited,,INE298W01016,540395,IIFL_SCRIPMASTER
CHEMIESYNT,BSE,539230.BO,Chemiesynth (Vapi),CHEMIESYNT|Chemiesynth (Vapi)|Chemiesynth (Vapi) Limited,,INE829R01018,539230,IIFL_SCRIPMASTER
CHEMPLASTS,BSE,543336.BO,Chemplast Sanmar,CHEMPLASTS|Chemplast Sanmar|Chemplast Sanmar Limited,,INE488A01050,543336,IIFL_SCRIPMASTER
CHEMTECH,BSE,537326.BO,Chemtech Industrial Valves,CHEMTECH|Chemtech Industrial Valves|Chemtech Industrial Valves Limited,,INE212P01011,537326,IIFL_SCRIPMASTER
CHENFERRO,BSE,539011.BO,Chennai Ferrous Industries Lim,CHENFERRO|Chennai Ferrous Industries Lim,,INE777O01016,539011,IIFL_SCRIPMASTER
CMMHOSP,BSE,523489.BO,Chennai Meenakshi Multispecial,CMMHOSP|Chennai Meenakshi Multispecial,,INE889F01017,523489,IIFL_SCRIPMASTER
CHENNPETRO,BSE,500110.BO,Chennai Petroleum,CHENNPETRO|Chennai Petroleum|Chennai Petroleum Corporation,,INE178A01016,500110,IIFL_SCRIPMASTER
CHETANA,BSE,211803.BO,Chetana Education,CHETANA|Chetana Education|Chetana Education Limited,,INE0U1T01012,211803,IIFL_SCRIPMASTER
CHEVIOT,BSE,526817.BO,Cheviot Co.,CHEVIOT|Cheviot Co.|Cheviot Co.Limited,,INE974B01016,526817,IIFL_SCRIPMASTER
CHLLTD,BSE,532992.BO,Chl,CHLLTD|Chl|Chl Limited,,INE790D01020,532992,IIFL_SCRIPMASTER
CHOICEIN,BSE,531358.BO,Choice International,CHOICEIN|Choice International|Choice International Limited,,INE102B01014,531358,IIFL_SCRIPMASTER
CHOKSILA,BSE,526546.BO,Choksi Laboratories,CHOKSILA|Choksi Laboratories|Choksi Laboratories Limited,,INE493D01013,526546,IIFL_SCRIPMASTER
CHOLAHLDNG,BSE,504973.BO,Cholamandalam Financial Holdin,CHOLAHLDNG|Cholamandalam Financial Holdin,,INE149A01033,504973,IIFL_SCRIPMASTER
CHOLAFIN,BSE,511243.BO,Cholamandalam Investment and F,CHOLAFIN|Cholamandalam Investment and F,,INE121A01024,511243,IIFL_SCRIPMASTER
CHORDIA,BSE,519475.BO,Chordia Food Products,CHORDIA|Chordia Food Products|Chordia Food Products Limited,,INE975C01011,519475,IIFL_SCRIPMASTER
CHOTHANI,BSE,540681.BO,Chothani Foods,CHOTHANI|Chothani Foods|Chothani Foods Limited,,INE344X01016,540681,IIFL_SCRIPMASTER
CHOWGULSTM,BSE,501833.BO,Chowgule Steamships,CHOWGULSTM|Chowgule Steamships|Chowgule Steamships Limited,,INE490A01015,501833,IIFL_SCRIPMASTER
CHROME,BSE,513005.BO,Chrome Silicon,CHROME|Chrome Silicon|Chrome Silicon Limited,,INE114E01013,513005,IIFL_SCRIPMASTER
CIEINDIA,BSE,532756.BO,Cie Automotive India,CIEINDIA|Cie Automotive India|Cie Automotive India Limited,,INE536H01010,532756,IIFL_SCRIPMASTER
CILSEC,BSE,530829.BO,Cil Securities,CILSEC|Cil Securities|Cil Securities Limited,,INE830A01012,530829,IIFL_SCRIPMASTER
CINDRELL,BSE,531283.BO,Cindrella Financial Services L,CINDRELL|Cindrella Financial Services L,,INE897D01015,531283,IIFL_SCRIPMASTER
CINDHO,BSE,526373.BO,Cindrella Hotels,CINDHO|Cindrella Hotels|Cindrella Hotels Limited,,INE908C01012,526373,IIFL_SCRIPMASTER
CINELINE,BSE,532807.BO,Cineline India,CINELINE|Cineline India|Cineline India Limited,,INE704H01022,532807,IIFL_SCRIPMASTER
CINEVISTA,BSE,532324.BO,Cinevista,CINEVISTA|Cinevista|Cinevista Limited,,INE039B01026,532324,IIFL_SCRIPMASTER
CIPLA,BSE,500087.BO,Cipla,CIPLA|Cipla|Cipla Limited,,INE059A01026,500087,IIFL_SCRIPMASTER
CITADEL,BSE,502445.BO,Citadel Realty and Developers,CITADEL|Citadel Realty and Developers,,INE906D01014,502445,IIFL_SCRIPMASTER
CITICHEM,BSE,544324.BO,Citichem India,CITICHEM|Citichem India|Citichem India Limited,,INE0A8401016,544324,IIFL_SCRIPMASTER
CITIUSINVT,BSE,544753.BO,Citius Transnet Investment Tru,CITIUSINVT|Citius Transnet Investment Tru,,INE2Q7823014,544753,IIFL_SCRIPMASTER
CITURGIA,BSE,506373.BO,Citurgia Biochemicals,CITURGIA|Citurgia Biochemicals|Citurgia Biochemicals Limited,,INE795B01031,506373,IIFL_SCRIPMASTER
CPML,BSE,542727.BO,City Pulse Multiventures Limit,CPML|City Pulse Multiventures Limit,,INE056001014,542727,IIFL_SCRIPMASTER
CUB,BSE,532210.BO,City Union Bank,CUB|City Union Bank|City Union Bank Limited,,INE491A01021,532210,IIFL_SCRIPMASTER
CITYMAN,BSE,521210.BO,Cityman,CITYMAN|Cityman|Cityman Limited,,INE117C01010,521210,IIFL_SCRIPMASTER
CLEDUCATE,BSE,540403.BO,Cl Educate,CLEDUCATE|Cl Educate|Cl Educate Limited,,INE201M01029,540403,IIFL_SCRIPMASTER
CLARA,BSE,543435.BO,Clara Industries,CLARA|Clara Industries|Clara Industries Limited,,INE0JJS01014,543435,IIFL_SCRIPMASTER
CLASSICEIL,BSE,213680.BO,Classic Electrode (Ind) L,CLASSICEIL|Classic Electrode (Ind) L,,INE0UQ601012,213680,IIFL_SCRIPMASTER
CLFL,BSE,540481.BO,Classic Leasing & Finance,CLFL|Classic Leasing & Finance|Classic Leasing & Finance Limited,,INE949C01016,540481,IIFL_SCRIPMASTER
CLEANMAX,BSE,544717.BO,Clean Max Enviro Energy Soluti,CLEANMAX|Clean Max Enviro Energy Soluti,,INE647U01026,544717,IIFL_SCRIPMASTER
CLEAN,BSE,543318.BO,Clean Science and Technology L,CLEAN|Clean Science and Technology L,,INE227W01023,543318,IIFL_SCRIPMASTER
CSSL,BSE,215419.BO,Clear Secured Services L,CSSL|Clear Secured Services L,,INE1EF801010,215419,IIFL_SCRIPMASTER
CTLLAB,BSE,544220.BO,Clinitech Laboratory,CTLLAB|Clinitech Laboratory|Clinitech Laboratory Limited,,INE0QMR01015,544220,IIFL_SCRIPMASTER
CLN,BSE,544347.BO,Cln Energy,CLN|Cln Energy|Cln Energy Limited,,INE0WDX01010,544347,IIFL_SCRIPMASTER
CMMIPL,BSE,202109.BO,Cmm Infraprojects,CMMIPL|Cmm Infraprojects|Cmm Infraprojects Limited,,INE289S01013,202109,IIFL_SCRIPMASTER
CMSINFO,BSE,543441.BO,Cms Info Systems,CMSINFO|Cms Info Systems|Cms Info Systems Limited,,INE925R01014,543441,IIFL_SCRIPMASTER
CMXLTD,BSE,532217.BO,Cmx Holdings,CMXLTD|Cmx Holdings|Cmx Holdings Limited,,INE027F01014,532217,IIFL_SCRIPMASTER
COALINDIA,BSE,533278.BO,Coal India,COALINDIA|Coal India|Coal India Limited,,INE522F01014,533278,IIFL_SCRIPMASTER
COASTCORP,BSE,501831.BO,Coastal,COASTCORP|Coastal|Coastal Corporation Limited,,INE377E01024,501831,IIFL_SCRIPMASTER
COCHMAL,BSE,508571.BO,Cochin Malabar Estates & Indus,COCHMAL|Cochin Malabar Estates & Indus,,INE788M01017,508571,IIFL_SCRIPMASTER
COCHINM,BSE,513353.BO,Cochin Minerals & Rutile,COCHINM|Cochin Minerals & Rutile|Cochin Minerals & Rutile Limited,,INE105D01013,513353,IIFL_SCRIPMASTER
COCHINSHIP,BSE,540678.BO,Cochin Shipyard,COCHINSHIP|Cochin Shipyard|Cochin Shipyard Limited,,INE704P01025,540678,IIFL_SCRIPMASTER
COFFEEDAY,BSE,539436.BO,Coffee Day Enterprises,COFFEEDAY|Coffee Day Enterprises|Coffee Day Enterprises Limited,,INE335K01011,539436,IIFL_SCRIPMASTER
COFORGE,BSE,532541.BO,Coforge,COFORGE|Coforge|Coforge Limited,,INE591G01025,532541,IIFL_SCRIPMASTER
COHANCE,BSE,543064.BO,Cohance Lifesciences,COHANCE|Cohance Lifesciences|Cohance Lifesciences Limited,,INE03QK01018,543064,IIFL_SCRIPMASTER
COLPAL,BSE,500830.BO,Colgate-Palmolive (India),COLPAL|Colgate-Palmolive (India)|Colgate-Palmolive (India) Limited,,INE259A01022,500830,IIFL_SCRIPMASTER
COLINZ,BSE,531210.BO,Colinz Laboratories,COLINZ|Colinz Laboratories|Colinz Laboratories Limited,,INE923C01011,531210,IIFL_SCRIPMASTER
COLORCHIPS,BSE,540023.BO,Colorchips New Media,COLORCHIPS|Colorchips New Media|Colorchips New Media Limited,,INE621I01042,540023,IIFL_SCRIPMASTER
COMFINCAP,BSE,535267.BO,Comfort Fincap,COMFINCAP|Comfort Fincap|Comfort Fincap Limited,,INE274M01026,535267,IIFL_SCRIPMASTER
COMFINTE,BSE,531216.BO,Comfort Intech,COMFINTE|Comfort Intech|Comfort Intech Limited,,INE819A01049,531216,IIFL_SCRIPMASTER
COMSYN,BSE,539986.BO,Commercial Syn Bags,COMSYN|Commercial Syn Bags|Commercial Syn Bags Limited,,INE073V01015,539986,IIFL_SCRIPMASTER
COMMITTED,BSE,210710.BO,Committed Cargo Care,COMMITTED|Committed Cargo Care|Committed Cargo Care Limited,,INE597Z01014,210710,IIFL_SCRIPMASTER
COMPEAU,BSE,531041.BO,Competent Automobiles Co.,COMPEAU|Competent Automobiles Co.|Competent Automobiles Co.Limited,,INE823B01015,531041,IIFL_SCRIPMASTER
COMPUSOFT,BSE,532339.BO,Compucom Software,COMPUSOFT|Compucom Software|Compucom Software Limited,,INE453B01029,532339,IIFL_SCRIPMASTER
CAMS,BSE,543232.BO,Computer Age Management Servic,CAMS|Computer Age Management Servic,,INE596I01020,543232,IIFL_SCRIPMASTER
COMPUPN,BSE,507833.BO,Computer Point,COMPUPN|Computer Point|Computer Point Limited,,INE607B01012,507833,IIFL_SCRIPMASTER
COMRADE,BSE,543921.BO,Comrade Appliances,COMRADE|Comrade Appliances|Comrade Appliances Limited,,INE0NXA01015,543921,IIFL_SCRIPMASTER
CONART,BSE,522231.BO,Conart Engineers,CONART|Conart Engineers|Conart Engineers Limited,,INE714D01020,522231,IIFL_SCRIPMASTER
CONCORDBIO,BSE,543960.BO,Concord Biotech,CONCORDBIO|Concord Biotech|Concord Biotech Limited,,INE338H01029,543960,IIFL_SCRIPMASTER
CNCRD,BSE,543619.BO,Concord Control Systems Limite,CNCRD|Concord Control Systems Limite,,INE0N0J01014,543619,IIFL_SCRIPMASTER
CONCORD,BSE,538965.BO,Concord Drugs,CONCORD|Concord Drugs|Concord Drugs Limited,,INE858L01010,538965,IIFL_SCRIPMASTER
CEWATER,BSE,544315.BO,Concord Enviro Systems,CEWATER|Concord Enviro Systems|Concord Enviro Systems Limited,,INE037Z01029,544315,IIFL_SCRIPMASTER
CFEL,BSE,539991.BO,Confidence Futuristic Energete,CFEL|Confidence Futuristic Energete,,INE700F01024,539991,IIFL_SCRIPMASTER
CONFIPET,BSE,526829.BO,Confidence Petroleum India,CONFIPET|Confidence Petroleum India|Confidence Petroleum India Limited,,INE552D01024,526829,IIFL_SCRIPMASTER
CONNPLEX,BSE,213641.BO,Connplex Cinemas,CONNPLEX|Connplex Cinemas|Connplex Cinemas Limited,,INE0EAS01014,213641,IIFL_SCRIPMASTER
CCDL,BSE,539091.BO,Consecutive Commodities Limite,CCDL|Consecutive Commodities Limite,,INE187R01029,539091,IIFL_SCRIPMASTER
CONSOFINVT,BSE,203559.BO,Conso. Fin. & Hold.,CONSOFINVT|Conso. Fin. & Hold.|Conso. Fin. & Hold. Limited,,INE025A01027,203559,IIFL_SCRIPMASTER
CCCL,BSE,532902.BO,Consolidated Construction Cons,CCCL|Consolidated Construction Cons,,INE429I01024,532902,IIFL_SCRIPMASTER
CONSTRONIC,BSE,523844.BO,Constronics Infra,CONSTRONIC|Constronics Infra|Constronics Infra Limited,,INE537B01011,523844,IIFL_SCRIPMASTER
CONCOR,BSE,531344.BO,Container of India,CONCOR|Container Corporation of India|Container of India,,INE111A01025,531344,IIFL_SCRIPMASTER
CONTAINER,BSE,540597.BO,Containerway International Lim,CONTAINER|Containerway International Lim,,INE319U01022,540597,IIFL_SCRIPMASTER
CONTILI,BSE,531067.BO,Contil India,CONTILI|Contil India|Contil India Limited,,INE080G01029,531067,IIFL_SCRIPMASTER
CONTCHM,BSE,506935.BO,Continental Chemicals,CONTCHM|Continental Chemicals|Continental Chemicals Limited,,INE423K01015,506935,IIFL_SCRIPMASTER
CONTICON,BSE,531460.BO,Continental Controls,CONTICON|Continental Controls|Continental Controls Limited,,INE545B01022,531460,IIFL_SCRIPMASTER
CONTPTR,BSE,523232.BO,Continental Petroleums,CONTPTR|Continental Petroleums|Continental Petroleums Limited,,INE369D01023,523232,IIFL_SCRIPMASTER
CSL,BSE,538868.BO,Continental Securities,CSL|Continental Securities|Continental Securities Limited,,INE183Q01020,538868,IIFL_SCRIPMASTER
CONTI,BSE,203459.BO,Continental Seed Chem,CONTI|Continental Seed Chem|Continental Seed Chem Limited,,INE340Z01019,203459,IIFL_SCRIPMASTER
CONTROLPR,BSE,522295.BO,Control Print,CONTROLPR|Control Print|Control Print Limited,,INE663B01015,522295,IIFL_SCRIPMASTER
COOLCAP-RE,BSE,213804.BO,Cool Caps Industries,COOLCAP-RE|Cool Caps Industries|Cool Caps Industries Limited,,INE0HS020010,213804,IIFL_SCRIPMASTER
COOLCAPS,BSE,208628.BO,Cool Caps Industries,COOLCAPS|Cool Caps Industries|Cool Caps Industries Limited,,INE0HS001028,208628,IIFL_SCRIPMASTER
CORALFINAC,BSE,531556.BO,Coral India Finance & Housing,CORALFINAC|Coral India Finance & Housing,,INE558D01021,531556,IIFL_SCRIPMASTER
CORALAB,BSE,524506.BO,Coral Laboratories,CORALAB|Coral Laboratories|Coral Laboratories Limited,,INE683E01017,524506,IIFL_SCRIPMASTER
CORNE,BSE,530755.BO,Coral Newsprints,CORNE|Coral Newsprints|Coral Newsprints Limited,,INE715D01019,530755,IIFL_SCRIPMASTER
CORDSCABLE,BSE,532941.BO,Cords Cable Industries,CORDSCABLE|Cords Cable Industries|Cords Cable Industries Limited,,INE792I01017,532941,IIFL_SCRIPMASTER
