symbol,exchange,yahoo_ticker,company_name,aliases,sector,isin,scrip_code,source
GMRAIRPORT,NSE,GMRAIRPORT.NS,Gmr Airports,GMRAIRPORT|Gmr Airports|Gmr Airports Limited,,INE776C01039,13528,IIFL_SCRIPMASTER
GMRP&UI,NSE,GMRP&UI.NS,Gmr Pow and Urban Infra L,GMRP&UI|Gmr Pow and Urban Infra L,,INE0CU601026,8529,IIFL_SCRIPMASTER
GNA,NSE,GNA.NS,Gna Axles,GNA|Gna Axles|Gna Axles Limited,,INE934S01014,18571,IIFL_SCRIPMASTER
EBGNG,NSE,EBGNG.NS,Gng Electronics,EBGNG|Gng Electronics|Gng Electronics Limited,,INE18JU01028,757862,IIFL_SCRIPMASTER
GODIGIT,NSE,GODIGIT.NS,Go Digit General Ins,GODIGIT|Go Digit General Ins|Go Digit General Ins Limited,,INE03JT01014,23799,IIFL_SCRIPMASTER
GOCOLORS,NSE,GOCOLORS.NS,Go Fashion India,GOCOLORS|Go Fashion India|Go Fashion India Limited,,INE0BJS01011,6964,IIFL_SCRIPMASTER
GOACARBON,NSE,GOACARBON.NS,Goa Carbon,GOACARBON|Goa Carbon|Goa Carbon Limited,,INE426D01013,14687,IIFL_SCRIPMASTER
GOCLCORP,NSE,GOCLCORP.NS,Gocl,GOCLCORP|Gocl|Gocl Corporation Limited,,INE077F01035,3963,IIFL_SCRIPMASTER
GODAVARIB,NSE,GODAVARIB.NS,Godavari Biorefineries L,GODAVARIB|Godavari Biorefineries L,,INE497S01012,25941,IIFL_SCRIPMASTER
GPIL,NSE,GPIL.NS,Godawari Pow & Isp,GPIL|Godawari Pow & Isp|Godawari Pow & Isp Limited,,INE177H01039,13409,IIFL_SCRIPMASTER
GODFRYPHLP,NSE,GODFRYPHLP.NS,Godfrey Phillips India Lt,GODFRYPHLP|Godfrey Phillips India Lt,,INE260B01028,1181,IIFL_SCRIPMASTER
GODREJAGRO,NSE,GODREJAGRO.NS,Godrej Agrovet,GODREJAGRO|Godrej Agrovet|Godrej Agrovet Limited,,INE850D01014,144,IIFL_SCRIPMASTER
GODREJCP,NSE,GODREJCP.NS,Godrej Consumer Products,GODREJCP|Godrej Consumer Products,,INE102D01028,10099,IIFL_SCRIPMASTER
GODREJIND,NSE,GODREJIND.NS,Godrej Industries,GODREJIND|Godrej Industries|Godrej Industries Limited,,INE233A01035,10925,IIFL_SCRIPMASTER
GODREJPROP,NSE,GODREJPROP.NS,Godrej Properties,GODREJPROP|Godrej Properties|Godrej Properties Limited,,INE484J01027,17875,IIFL_SCRIPMASTER
GOKEX,NSE,GOKEX.NS,Gokaldas Exports,GOKEX|Gokaldas Exports|Gokaldas Exports Limited,,INE887G01027,11778,IIFL_SCRIPMASTER
GOKULAGRO,NSE,GOKULAGRO.NS,Gokul Agro Resources,GOKULAGRO|Gokul Agro Resources|Gokul Agro Resources Limited,,INE314T01033,14480,IIFL_SCRIPMASTER
GOKUL,NSE,GOKUL.NS,Gokul Refoils & Solv,GOKUL|Gokul Refoils & Solv|Gokul Refoils & Solv Limited,,INE020J01029,16705,IIFL_SCRIPMASTER
GOLDIAM,NSE,GOLDIAM.NS,Goldiam International,GOLDIAM|Goldiam International|Goldiam International Limited,,INE025B01025,11971,IIFL_SCRIPMASTER
GOODLUCK,NSE,GOODLUCK.NS,Goodluck India,GOODLUCK|Goodluck India|Goodluck India Limited,,INE127I01024,6125,IIFL_SCRIPMASTER
GOODYEAR,NSE,GOODYEAR.NS,Goodyear India,GOODYEAR|Goodyear India|Goodyear India Limited,,INE533A01012,1205,IIFL_SCRIPMASTER
GOPAL,NSE,GOPAL.NS,Gopal Snacks,GOPAL|Gopal Snacks|Gopal Snacks Limited,,INE0L9R01028,23066,IIFL_SCRIPMASTER
GOYALALUM,NSE,GOYALALUM.NS,Goyal Aluminiums,GOYALALUM|Goyal Aluminiums|Goyal Aluminiums Limited,,INE705X01026,11787,IIFL_SCRIPMASTER
GULFPETRO,NSE,GULFPETRO.NS,Gp Petroleums,GULFPETRO|Gp Petroleums|Gp Petroleums Limited,,INE586G01017,11581,IIFL_SCRIPMASTER
GPTHEALTH,NSE,GPTHEALTH.NS,Gpt Healthcare,GPTHEALTH|Gpt Healthcare|Gpt Healthcare Limited,,INE486R01017,22846,IIFL_SCRIPMASTER
GPTINFRA,NSE,GPTINFRA.NS,Gpt Infraprojects,GPTINFRA|Gpt Infraprojects|Gpt Infraprojects Limited,,INE390G01014,17685,IIFL_SCRIPMASTER
GRADIENTE,NSE,GRADIENTE.NS,Gradiente Infotainment L,GRADIENTE|Gradiente Infotainment L,,INE361K01017,763299,IIFL_SCRIPMASTER
GRANDOAK,NSE,GRANDOAK.NS,Grand Oak Canyons Dist L,GRANDOAK|Grand Oak Canyons Dist L,,INE926B01016,762695,IIFL_SCRIPMASTER
GRANULES,NSE,GRANULES.NS,Granules India,GRANULES|Granules India|Granules India Limited,,INE101D01020,11872,IIFL_SCRIPMASTER
GRAPHITE,NSE,GRAPHITE.NS,Graphite India,GRAPHITE|Graphite India|Graphite India Limited,,INE371A01025,592,IIFL_SCRIPMASTER
GRASIM,NSE,GRASIM.NS,Grasim Industries,GRASIM|Grasim Industries|Grasim Industries Limited,,INE047A01021,1232,IIFL_SCRIPMASTER
GRAUWEIL,NSE,GRAUWEIL.NS,Grauer & Weil Ind,GRAUWEIL|Grauer & Weil Ind|Grauer & Weil Ind Limited,,INE266D01021,5200,IIFL_SCRIPMASTER
GRAVISSHO,NSE,GRAVISSHO.NS,Graviss Hospitality,GRAVISSHO|Graviss Hospitality|Graviss Hospitality Limited,,INE214F01026,762700,IIFL_SCRIPMASTER
GRAVITA,NSE,GRAVITA.NS,Gravita India,GRAVITA|Gravita India|Gravita India Limited,,INE024L01027,20534,IIFL_SCRIPMASTER
GREAVESCOT,NSE,GREAVESCOT.NS,Greaves Cotton,GREAVESCOT|Greaves Cotton|Greaves Cotton Limited,,INE224A01026,1235,IIFL_SCRIPMASTER
GREENLAM,NSE,GREENLAM.NS,Greenlam Industries,GREENLAM|Greenlam Industries|Greenlam Industries Limited,,INE544R01021,6848,IIFL_SCRIPMASTER
GREENPANEL,NSE,GREENPANEL.NS,Greenpanel Industries,GREENPANEL|Greenpanel Industries|Greenpanel Industries Limited,,INE08ZM01014,13810,IIFL_SCRIPMASTER
GREENPLY,NSE,GREENPLY.NS,Greenply Industries,GREENPLY|Greenply Industries|Greenply Industries Limited,,INE461C01038,3987,IIFL_SCRIPMASTER
GCSL,NSE,GCSL.NS,Gretex Corporate Services,GCSL|Gretex Corporate Services,,INE199P01028,758986,IIFL_SCRIPMASTER
GRINDWELL,NSE,GRINDWELL.NS,Grindwell Norton,GRINDWELL|Grindwell Norton|Grindwell Norton Limited,,INE536A01023,13560,IIFL_SCRIPMASTER
GRMOVER,NSE,GRMOVER.NS,Grm Overseas,GRMOVER|Grm Overseas|Grm Overseas Limited,,INE192H01020,10871,IIFL_SCRIPMASTER
GROWWCAPM,NSE,GROWWCAPM.NS,Growwamc - Growwcapm,GROWWCAPM|Growwamc - Growwcapm,,INF666M01MM4,760051,IIFL_SCRIPMASTER
GROWWCHEM,NSE,GROWWCHEM.NS,Growwamc - Growwchem,GROWWCHEM|Growwamc - Growwchem,,INF666M01NP5,760673,IIFL_SCRIPMASTER
GROWWDEFNC,NSE,GROWWDEFNC.NS,Growwamc - Growwdefnc,GROWWDEFNC|Growwamc - Growwdefnc,,INF666M01IO8,25758,IIFL_SCRIPMASTER
GROWWEV,NSE,GROWWEV.NS,Growwamc - Growwev,GROWWEV|Growwamc - Growwev,,INF666M01IH2,24798,IIFL_SCRIPMASTER
GROWWGOLD,NSE,GROWWGOLD.NS,Growwamc - Growwgold,GROWWGOLD|Growwamc - Growwgold,,INF666M01OE7,25872,IIFL_SCRIPMASTER
GROWWHOSPI,NSE,GROWWHOSPI.NS,Growwamc - Growwhospi,GROWWHOSPI|Growwamc - Growwhospi,,INF666M01OD9,760874,IIFL_SCRIPMASTER
GROWWLIQID,NSE,GROWWLIQID.NS,Growwamc - Growwliqid,GROWWLIQID|Growwamc - Growwliqid,,INF666M01IP5,25447,IIFL_SCRIPMASTER
GROWWLOVOL,NSE,GROWWLOVOL.NS,Growwamc - Growwlovol,GROWWLOVOL|Growwamc - Growwlovol,,INF666M01LB9,758300,IIFL_SCRIPMASTER
GROWWMC150,NSE,GROWWMC150.NS,Growwamc - Growwmc150,GROWWMC150|Growwamc - Growwmc150,,INF666M01MV5,759719,IIFL_SCRIPMASTER
GROWWMETAL,NSE,GROWWMETAL.NS,Growwamc - Growwmetal,GROWWMETAL|Growwamc - Growwmetal,,INF666M01NI0,760438,IIFL_SCRIPMASTER
GROWWMOM50,NSE,GROWWMOM50.NS,Growwamc - Growwmom50,GROWWMOM50|Growwamc - Growwmom50,,INF666M01KJ4,756086,IIFL_SCRIPMASTER
GROWWN200,NSE,GROWWN200.NS,Growwamc - Growwn200,GROWWN200|Growwamc - Growwn200,,INF666M01JV1,29872,IIFL_SCRIPMASTER
GROWWNET,NSE,GROWWNET.NS,Growwamc - Growwnet,GROWWNET|Growwamc - Growwnet,,INF666M01LI4,757814,IIFL_SCRIPMASTER
GROWWNIFTY,NSE,GROWWNIFTY.NS,Growwamc - Growwnifty,GROWWNIFTY|Growwamc - Growwnifty,,INF666M01LL8,758697,IIFL_SCRIPMASTER
GROWWNXT50,NSE,GROWWNXT50.NS,Growwamc - Growwnxt50,GROWWNXT50|Growwamc - Growwnxt50,,INF666M01LZ8,759458,IIFL_SCRIPMASTER
GROWWPOWER,NSE,GROWWPOWER.NS,Growwamc - Growwpower,GROWWPOWER|Growwamc - Growwpower,,INF666M01LM6,758165,IIFL_SCRIPMASTER
GROWWPSE,NSE,GROWWPSE.NS,Growwamc - Growwpse,GROWWPSE|Growwamc - Growwpse,,INF666M01NQ3,760976,IIFL_SCRIPMASTER
GROWWPSUBK,NSE,GROWWPSUBK.NS,Growwamc - Growwpsubk,GROWWPSUBK|Growwamc - Growwpsubk,,INF666M01OG2,761514,IIFL_SCRIPMASTER
GROWWRAIL,NSE,GROWWRAIL.NS,Growwamc - Growwrail,GROWWRAIL|Growwamc - Growwrail,,INF666M01JJ6,29527,IIFL_SCRIPMASTER
GROWWRLTY,NSE,GROWWRLTY.NS,Growwamc - Growwrlty,GROWWRLTY|Growwamc - Growwrlty,,INF666M01MN2,759428,IIFL_SCRIPMASTER
GROWWSC250,NSE,GROWWSC250.NS,Growwamc - Growwsc250,GROWWSC250|Growwamc - Growwsc250,,INF666M01MO0,759522,IIFL_SCRIPMASTER
GROWWSLVR,NSE,GROWWSLVR.NS,Growwamc - Growwslvr,GROWWSLVR|Growwamc - Growwslvr,,INF666M01OF4,756827,IIFL_SCRIPMASTER
PVTBKGROWW,NSE,PVTBKGROWW.NS,Growwamc - Pvtbkgroww,Growwamc - Pvtbkgroww|PVTBKGROWW,,INF666M01OT5,763572,IIFL_SCRIPMASTER
GRPLTD,NSE,GRPLTD.NS,Grp,GRPLTD|Grp|Grp Limited,,INE137I01015,6543,IIFL_SCRIPMASTER
GSPCROP,NSE,GSPCROP.NS,Gsp Crop Science,GSPCROP|Gsp Crop Science|Gsp Crop Science Limited,,INE713R01022,762239,IIFL_SCRIPMASTER
GTL,NSE,GTL.NS,Gtl,GTL|Gtl|Gtl Limited,,INE043A01012,1162,IIFL_SCRIPMASTER
GTLINFRA,NSE,GTLINFRA.NS,Gtl Infra.,GTLINFRA|Gtl Infra.|Gtl Infra.Limited,,INE221H01019,13745,IIFL_SCRIPMASTER
GTPL,NSE,GTPL.NS,Gtpl Hathway,GTPL|Gtpl Hathway|Gtpl Hathway Limited,,INE869I01013,21195,IIFL_SCRIPMASTER
GUFICBIO,NSE,GUFICBIO.NS,Gufic Biosciences,GUFICBIO|Gufic Biosciences|Gufic Biosciences Limited,,INE742B01025,11606,IIFL_SCRIPMASTER
GIPCL,NSE,GIPCL.NS,Guj Ind Pow Co.,GIPCL|Guj Ind Pow Co.|Guj Ind Pow Co. Limited,,INE162A01010,1145,IIFL_SCRIPMASTER
GNFC,NSE,GNFC.NS,Guj Nar Val Fer & Chem L,GNFC|Guj Nar Val Fer & Chem L,,INE113A01013,1174,IIFL_SCRIPMASTER
GSFC,NSE,GSFC.NS,Guj State Fert & Chem,GSFC|Guj State Fert & Chem|Guj State Fert & Chem Limited,,INE026A01025,1247,IIFL_SCRIPMASTER
GUJAPOLLO,NSE,GUJAPOLLO.NS,Guj. Apollo Ind.,GUJAPOLLO|Guj. Apollo Ind.|Guj. Apollo Ind. Limited,,INE826C01016,14677,IIFL_SCRIPMASTER
GUJALKALI,NSE,GUJALKALI.NS,Gujarat Alkalies & Chem,GUJALKALI|Gujarat Alkalies & Chem,,INE186A01019,1267,IIFL_SCRIPMASTER
GAEL,NSE,GAEL.NS,Gujarat Ambuja Exports Lt,GAEL|Gujarat Ambuja Exports Lt,,INE036B01030,8828,IIFL_SCRIPMASTER
FLUOROCHEM,NSE,FLUOROCHEM.NS,Gujarat Fluorochem,FLUOROCHEM|Gujarat Fluorochem|Gujarat Fluorochem Limited,,INE09N301011,13750,IIFL_SCRIPMASTER
GUJGASLTD,NSE,GUJGASLTD.NS,Gujarat Gas,GUJGASLTD|Gujarat Gas|Gujarat Gas Limited,,INE844O01030,10599,IIFL_SCRIPMASTER
GKSL,NSE,GKSL.NS,Gujarat Kidney N Sup Sp L,GKSL|Gujarat Kidney N Sup Sp L,,INE0V0W01025,761197,IIFL_SCRIPMASTER
GMDCLTD,NSE,GMDCLTD.NS,Gujarat Mineral Dev Corp,GMDCLTD|Gujarat Mineral Dev Corp,,INE131A01031,5204,IIFL_SCRIPMASTER
GNRL,NSE,GNRL.NS,Gujarat Natural Res L,GNRL|Gujarat Natural Res L,,INE207H01018,762690,IIFL_SCRIPMASTER
GPPL,NSE,GPPL.NS,Gujarat Pipavav Port,GPPL|Gujarat Pipavav Port|Gujarat Pipavav Port Limited,,INE517F01014,19731,IIFL_SCRIPMASTER
GUJRAFFIA,NSE,GUJRAFFIA.NS,Gujarat Raffia Indust,GUJRAFFIA|Gujarat Raffia Indust|Gujarat Raffia Indust Limited,,INE610B01024,4548,IIFL_SCRIPMASTER
GUJTHEM,NSE,GUJTHEM.NS,Gujarat Themis Biosyn,GUJTHEM|Gujarat Themis Biosyn|Gujarat Themis Biosyn Limited,,INE942C01045,29731,IIFL_SCRIPMASTER
GULFOILLUB,NSE,GULFOILLUB.NS,Gulf Oil Lub. Ind.,GULFOILLUB|Gulf Oil Lub. Ind.|Gulf Oil Lub. Ind. Limited,,INE635Q01029,4391,IIFL_SCRIPMASTER
GULPOLY,NSE,GULPOLY.NS,Gulshan Polyols,GULPOLY|Gulshan Polyols|Gulshan Polyols Limited,,INE255D01024,6286,IIFL_SCRIPMASTER
GVPTECH,NSE,GVPTECH.NS,Gvp Infotech,GVPTECH|Gvp Infotech|Gvp Infotech Limited,,INE382T01030,10865,IIFL_SCRIPMASTER
HBESD,NSE,HBESD.NS,H B Estate Developers L,H B Estate Developers L|HBESD,,INE640B01021,762712,IIFL_SCRIPMASTER
HGINFRA,NSE,HGINFRA.NS,H.G.Infra Engineering,H.G.Infra Engineering|H.G.Infra Engineering Limited|HGINFRA,,INE926X01010,1672,IIFL_SCRIPMASTER
HDFCAMC,NSE,HDFCAMC.NS,HDFC Amc,HDFC Amc|HDFC Amc Limited|HDFCAMC,,INE127D01025,4244,IIFL_SCRIPMASTER
HDFCBANK,NSE,HDFCBANK.NS,HDFC Bank,HDFC|HDFC Bank|HDFC Bank Limited|HDFCBANK,,INE040A01034,1333,IIFL_SCRIPMASTER
HDFCLIFE,NSE,HDFCLIFE.NS,HDFC Life Ins Co,HDFC Life Ins Co|HDFC Life Ins Co Limited|HDFCLIFE,,INE795G01014,467,IIFL_SCRIPMASTER
HDFCBSE500,NSE,HDFCBSE500.NS,HDFCamc - HDFCbse500,HDFCBSE500|HDFCamc - HDFCbse500,,INF179KC1EZ4,14230,IIFL_SCRIPMASTER
HDFCGROWTH,NSE,HDFCGROWTH.NS,HDFCamc - HDFCgrowth,HDFCGROWTH|HDFCamc - HDFCgrowth,,INF179KC1DJ0,11241,IIFL_SCRIPMASTER
HDFCLIQUID,NSE,HDFCLIQUID.NS,HDFCamc - HDFCliquid,HDFCLIQUID|HDFCamc - HDFCliquid,,INF179KC1JG3,18279,IIFL_SCRIPMASTER
HDFCLOWVOL,NSE,HDFCLOWVOL.NS,HDFCamc - HDFClowvol,HDFCLOWVOL|HDFCamc - HDFClowvol,,INF179KC1HU8,11547,IIFL_SCRIPMASTER
HDFCMID150,NSE,HDFCMID150.NS,HDFCamc - HDFCmid150,HDFCMID150|HDFCamc - HDFCmid150,,INF179KC1HT0,14236,IIFL_SCRIPMASTER
HDFCMOMENT,NSE,HDFCMOMENT.NS,HDFCamc - HDFCmoment,HDFCMOMENT|HDFCamc - HDFCmoment,,INF179KC1HV6,11538,IIFL_SCRIPMASTER
HDFCNEXT50,NSE,HDFCNEXT50.NS,HDFCamc - HDFCnext50,HDFCNEXT50|HDFCamc - HDFCnext50,,INF179KC1HS2,10619,IIFL_SCRIPMASTER
HDFCNIF100,NSE,HDFCNIF100.NS,HDFCamc - HDFCnif100,HDFCNIF100|HDFCamc - HDFCnif100,,INF179KC1HR4,10633,IIFL_SCRIPMASTER
HDFCNIFBAN,NSE,HDFCNIFBAN.NS,HDFCamc - HDFCnifban,HDFCNIFBAN|HDFCamc - HDFCnifban,,INF179KC1HY0,22433,IIFL_SCRIPMASTER
HDFCNIFIT,NSE,HDFCNIFIT.NS,HDFCamc - HDFCnifit,HDFCNIFIT|HDFCamc - HDFCnifit,,INF179KC1IA8,12101,IIFL_SCRIPMASTER
HDFCNIFTY,NSE,HDFCNIFTY.NS,HDFCamc - HDFCnifty,HDFCNIFTY|HDFCamc - HDFCnifty,,INF179KC1965,11591,IIFL_SCRIPMASTER
HDFCPVTBAN,NSE,HDFCPVTBAN.NS,HDFCamc - HDFCpvtban,HDFCPVTBAN|HDFCamc - HDFCpvtban,,INF179KC1HZ7,12108,IIFL_SCRIPMASTER
HDFCQUAL,NSE,HDFCQUAL.NS,HDFCamc - HDFCqual,HDFCQUAL|HDFCamc - HDFCqual,,INF179KC1DL6,11255,IIFL_SCRIPMASTER
HDFCSENSEX,NSE,HDFCSENSEX.NS,HDFCamc - HDFCsensex,HDFCSENSEX|HDFCamc - HDFCsensex,,INF179KC1HX2,11593,IIFL_SCRIPMASTER
HDFCSILVER,NSE,HDFCSILVER.NS,HDFCamc - HDFCsilver,HDFCSILVER|HDFCamc - HDFCsilver,,INF179KC1DI2,10876,IIFL_SCRIPMASTER
HDFCSML250,NSE,HDFCSML250.NS,HDFCamc - HDFCsml250,HDFCSML250|HDFCamc - HDFCsml250,,INF179KC1FB2,14233,IIFL_SCRIPMASTER
HDFCVALUE,NSE,HDFCVALUE.NS,HDFCamc - HDFCvalue,HDFCVALUE|HDFCamc - HDFCvalue,,INF179KC1DK8,11260,IIFL_SCRIPMASTER
HDFCPSUBK,NSE,HDFCPSUBK.NS,HDFCamc HDFCpsubk,HDFCPSUBK|HDFCamc HDFCpsubk,,INF179KC1HW4,22595,IIFL_SCRIPMASTER
HALDER,NSE,HALDER.NS,Halder Venture,HALDER|Halder Venture|Halder Venture Limited,,INE115S01010,760715,IIFL_SCRIPMASTER
HALDYNGL,NSE,HALDYNGL.NS,Haldyn Glass,HALDYNGL|Haldyn Glass|Haldyn Glass Limited,,INE506D01020,762705,IIFL_SCRIPMASTER
HALEOSLABS,NSE,HALEOSLABS.NS,Haleos Labs,HALEOSLABS|Haleos Labs|Haleos Labs Limited,,INE320X01016,21551,IIFL_SCRIPMASTER
HGM,NSE,HGM.NS,Handson Gbl Mngmnt,HGM|Handson Gbl Mngmnt|Handson Gbl Mngmnt Limited,,INE596H01014,13592,IIFL_SCRIPMASTER
HANGSENG,NSE,HANGSENG.NS,Hangseng,HANGSENG|Hangseng,,HangSeng,999920022,IIFL_SCRIPMASTER
HANGSENGBEES-NAV,NSE,HANGSENGBEES-NAV.NS,Hangseng Bees-Nav,HANGSENGBEES-NAV|Hangseng Bees-Nav,,HangSeng BeES-NAV,999920020,IIFL_SCRIPMASTER
HAPPSTMNDS,NSE,HAPPSTMNDS.NS,Happiest Minds Techno,HAPPSTMNDS|Happiest Minds Techno|Happiest Minds Techno Limited,,INE419U01012,48,IIFL_SCRIPMASTER
HAPPYFORGE,NSE,HAPPYFORGE.NS,Happy Forgings,HAPPYFORGE|Happy Forgings|Happy Forgings Limited,,INE330T01021,20854,IIFL_SCRIPMASTER
HARDWYN,NSE,HARDWYN.NS,Hardwyn India,HARDWYN|Hardwyn India|Hardwyn India Limited,,INE626Z01029,8962,IIFL_SCRIPMASTER
HARIOMPIPE,NSE,HARIOMPIPE.NS,Hariom Pipe Industries L,HARIOMPIPE|Hariom Pipe Industries L,,INE00EV01017,8968,IIFL_SCRIPMASTER
HARRMALAYA,NSE,HARRMALAYA.NS,Harrison Malayalam,HARRMALAYA|Harrison Malayalam|Harrison Malayalam Limited,,INE544A01019,1313,IIFL_SCRIPMASTER
HARSHA,NSE,HARSHA.NS,Harsha Engineers Int,HARSHA|Harsha Engineers Int|Harsha Engineers Int Limited,,INE0JUS01029,11162,IIFL_SCRIPMASTER
HATHWAY,NSE,HATHWAY.NS,Hathway Cable & Datacom,HATHWAY|Hathway Cable & Datacom,,INE982F01036,18154,IIFL_SCRIPMASTER
HATSUN,NSE,HATSUN.NS,Hatsun Agro Product,HATSUN|Hatsun Agro Product|Hatsun Agro Product Limited,,INE473B01035,3892,IIFL_SCRIPMASTER
HAVELLS,NSE,HAVELLS.NS,Havells India,HAVELLS|Havells India|Havells India Limited,,INE176B01034,9819,IIFL_SCRIPMASTER
HAWKINCOOK,NSE,HAWKINCOOK.NS,Hawkins Cookers,HAWKINCOOK|Hawkins Cookers|Hawkins Cookers Limited,,INE979B01015,4444,IIFL_SCRIPMASTER
HBLENGINE,NSE,HBLENGINE.NS,Hbl Engineering,HBLENGINE|Hbl Engineering|Hbl Engineering Limited,,INE292B01021,13966,IIFL_SCRIPMASTER
HCL-INSYS,NSE,HCL-INSYS.NS,Hcl Infosystems,HCL-INSYS|Hcl Infosystems|Hcl Infosystems Limited,,INE236A01020,1327,IIFL_SCRIPMASTER
HCLTECH,NSE,HCLTECH.NS,Hcl Technologies,HCLTECH|Hcl Technologies|Hcl Technologies Limited,,INE860A01027,7229,IIFL_SCRIPMASTER
HDBFS,NSE,HDBFS.NS,Hdb Financial Services L,HDBFS|Hdb Financial Services L,,INE756I01012,757772,IIFL_SCRIPMASTER
HEADSUP,NSE,HEADSUP.NS,Heads Up Ventures,HEADSUP|Heads Up Ventures|Heads Up Ventures Limited,,INE759V01019,19205,IIFL_SCRIPMASTER
HEALTHX,NSE,HEALTHX.NS,Health X Platform,HEALTHX|Health X Platform|Health X Platform Limited,,INE019J01013,20063,IIFL_SCRIPMASTER
HCG,NSE,HCG.NS,Healthcare Glob. Ent.,HCG|Healthcare Glob. Ent.|Healthcare Glob. Ent. Limited,,INE075I01017,15555,IIFL_SCRIPMASTER
HECPROJECT,NSE,HECPROJECT.NS,Hec Infra Projects,HECPROJECT|Hec Infra Projects|Hec Infra Projects Limited,,INE558R01013,7425,IIFL_SCRIPMASTER
HEG,NSE,HEG.NS,Heg,HEG|Heg|Heg Limited,,INE545A01024,1336,IIFL_SCRIPMASTER
HEIDELBERG,NSE,HEIDELBERG.NS,Heidelbergcement (I),HEIDELBERG|Heidelbergcement (I)|Heidelbergcement (I) Limited,,INE578A01017,2316,IIFL_SCRIPMASTER
HEMIPROP,NSE,HEMIPROP.NS,Hemisphere Prop Ind,HEMIPROP|Hemisphere Prop Ind|Hemisphere Prop Ind Limited,,INE0AJG01018,701,IIFL_SCRIPMASTER
HERANBA,NSE,HERANBA.NS,Heranba Industries,HERANBA|Heranba Industries|Heranba Industries Limited,,INE694N01015,2614,IIFL_SCRIPMASTER
HERITGFOOD,NSE,HERITGFOOD.NS,Heritage Foods,HERITGFOOD|Heritage Foods|Heritage Foods Limited,,INE978A01027,4598,IIFL_SCRIPMASTER
HEROMOTOCO,NSE,HEROMOTOCO.NS,Hero Motocorp,HEROMOTOCO|Hero Motocorp|Hero Motocorp Limited,,INE158A01026,1348,IIFL_SCRIPMASTER
HESTERBIO,NSE,HESTERBIO.NS,Hester Biosciences,HESTERBIO|Hester Biosciences|Hester Biosciences Limited,,INE782E01017,7048,IIFL_SCRIPMASTER
HEXATRADEX,NSE,HEXATRADEX.NS,Hexa Tradex,HEXATRADEX|Hexa Tradex|Hexa Tradex Limited,,INE750M01017,27008,IIFL_SCRIPMASTER
HEXT,NSE,HEXT.NS,Hexaware Technologies,HEXT|Hexaware Technologies|Hexaware Technologies Limited,,INE093A01041,29666,IIFL_SCRIPMASTER
HFCL,NSE,HFCL.NS,Hfcl,HFCL|Hfcl|Hfcl Limited,,INE548A01028,21951,IIFL_SCRIPMASTER
HITECH,NSE,HITECH.NS,Hi-Tech Pipes,HITECH|Hi-Tech Pipes|Hi-Tech Pipes Limited,,INE106T01025,2868,IIFL_SCRIPMASTER
HIKAL,NSE,HIKAL.NS,Hikal,HIKAL|Hikal|Hikal Limited,,INE475B01022,9668,IIFL_SCRIPMASTER
HSCL,NSE,HSCL.NS,Himadri Speciality Chem L,HSCL|Himadri Speciality Chem L,,INE019C01026,14334,IIFL_SCRIPMASTER
HIMATSEIDE,NSE,HIMATSEIDE.NS,Himatsingka Seide,HIMATSEIDE|Himatsingka Seide|Himatsingka Seide Limited,,INE049A01027,1360,IIFL_SCRIPMASTER
HIRECT,NSE,HIRECT.NS,Hind Rectifier,HIRECT|Hind Rectifier|Hind Rectifier Limited,,INE835D01023,13890,IIFL_SCRIPMASTER
HINDALCO,NSE,HINDALCO.NS,Hindalco Industries,HINDALCO|Hindalco Industries|Hindalco Industries Limited,,INE038A01020,1363,IIFL_SCRIPMASTER
HPIL,NSE,HPIL.NS,Hindprakash Industry,HPIL|Hindprakash Industry|Hindprakash Industry Limited,,INE05X901010,11796,IIFL_SCRIPMASTER
HGS,NSE,HGS.NS,Hinduja Global Sols.,HGS|Hinduja Global Sols.|Hinduja Global Sols. Limited,,INE170I01016,14712,IIFL_SCRIPMASTER
HAL,NSE,HAL.NS,Hindustan Aeronautics,HAL|Hindustan Aeronautics|Hindustan Aeronautics Limited,,INE066F01020,2303,IIFL_SCRIPMASTER
HINDCOMPOS,NSE,HINDCOMPOS.NS,Hindustan Composites,HINDCOMPOS|Hindustan Composites|Hindustan Composites Limited,,INE310C01029,1372,IIFL_SCRIPMASTER
HCC,NSE,HCC.NS,Hindustan Construction Co,HCC|Hindustan Construction Co,,INE549A01026,1375,IIFL_SCRIPMASTER
HINDCOPPER,NSE,HINDCOPPER.NS,Hindustan Copper,HINDCOPPER|Hindustan Copper|Hindustan Copper Limited,,INE531E01026,17939,IIFL_SCRIPMASTER
HNDFDS,NSE,HNDFDS.NS,Hindustan Foods,HNDFDS|Hindustan Foods|Hindustan Foods Limited,,INE254N01026,12173,IIFL_SCRIPMASTER
HMVL,NSE,HMVL.NS,Hindustan Media Vent,HMVL|Hindustan Media Vent|Hindustan Media Vent Limited,,INE871K01015,19211,IIFL_SCRIPMASTER
HINDOILEXP,NSE,HINDOILEXP.NS,Hindustan Oil Exploration,HINDOILEXP|Hindustan Oil Exploration,,INE345A01011,1403,IIFL_SCRIPMASTER
HINDPETRO,NSE,HINDPETRO.NS,Hindustan Petroleum Corp,HINDPETRO|Hindustan Petroleum Corp,,INE094A01015,1406,IIFL_SCRIPMASTER
